과목명,교수,전공,강의실,요일,강의시간
유기화학입문,이영심, 동물자원과학,동303,월,13-15
유기화학입문,이영심, 동물자원과학,동303,수,13-15
세포생물학,이경호, 생명과학특성,산학114,월,04-06
세포생물학,이경호, 생명과학특성,산학114,수,13-15
세포생물학,이경호, 생명과학특성,산학114,월,13-15
세포생물학,이경호, 생명과학특성,산학114,수,04-06
식품학,배동호," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동302,월,12-14
식품학,배동호," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동302,수,12-14
작물물질소재학,정일민," 분자생명공학, 응용생물과, 생명자원식품공, 식량자원과학",생351,월,13-15
작물물질소재학,정일민," 분자생명공학, 응용생물과, 생명자원식품공, 식량자원과학",생351,수,13-15
작물기능성물질개론,김승현," 응용생물과, 식량자원과학",생451,화,01-03
작물기능성물질개론,김승현," 응용생물과, 식량자원과학",생451,목,01-03
농업기초화학및실험,이지호," 응용생물과, 식량자원과학",생453,수,01-04
농업기초화학및실험,이지호," 응용생물과, 식량자원과학",생511,금,01-04
수목생리학,이희라," 환경과학, 산림조경",생454,월,11-13
수목생리학,이희라," 환경과학, 산림조경",생454,수,04-06
생태도시와저영향개발론,안경진," 환경과학, 산림조경",동801,화,13-15
생태도시와저영향개발론,안경진," 환경과학, 산림조경",부102,목,01-03
조경컴퓨터설계및실습,"박세린, 이상우"," 환경과학, 산림조경",동801,월,11-18
생명과학의통계학,한정수, 생명과학특성,생402,화,01-04
생명과학의통계학,한정수, 생명과학특성,생402,목,09-12
물리화학,최미정," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동711,화,03-05
물리화학,최미정," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동711,목,03-05
식품산업현장실습,"한성구, 고은영, 여주동"," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동711,목,09-14
식품산업현장실습,"한성구, 고은영, 여주동"," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동603,목,15-16
식품학개론,김진만, 식품유통공학,동319,화,11-13
식품학개론,김진만, 식품유통공학,동319,목,11-13
식품산업총론2,최승철, 식품유통공학,동319,수,03-06
유통통계학,김기현, 식품유통공학,동319,금,07-12
기초생화학및실험,최승일, 식품유통공학,동319,목,07-10
기초생화학및실험,최승일, 식품유통공학,생510,목,14-17
응용유기화학,이영심," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동302,월,09-11
응용유기화학,이영심," 분자생명공학, 축산식품공, 생명자원식품공, 축산식품생명공학",동302,수,09-11
생명과학원리2,"조경상, 윤혜섭", 생명과학특성,산학114,화,13-15
생명과학원리2,"조경상, 윤혜섭", 생명과학특성,산학114,목,13-15
생명과학원리2,이재석, 생명과학특성,농507,화,05-07
생명과학원리2,이재석, 생명과학특성,농507,수,01-03
생명과학원리2,윤혜섭, 생명과학특성,생456,화,10-12
생명과학원리2,윤혜섭, 생명과학특성,생456,목,16-18
생명과학원리실험2,"이임순, 이재석, 조경상, 강린우, 이경호, 정지혜, 신순영, 윤혜섭, 한정수, 김동학", 생명과학특성,산학508,금,01-04
생명과학원리실험2,"이임순, 이재석, 조경상, 강린우, 이경호, 정지혜, 윤혜섭, 신순영, 한정수, 김동학", 생명과학특성,산학508,금,05-08
디지털활용교육,이종연," 일어교육과, 수학교육과, 체육교육과, 음악교육과, 교육공학과, 교직과, 영어교육과",사201,월,
생명과학2,"임준, 심용희", 시스템생명공학,생101,월,10-12
생명과학2,"임준, 심용희", 시스템생명공학,생101,수,07-09
화학실험2,김양미, 시스템생명공학,산학704,화,10-13
화학실험2,전봉현, 시스템생명공학,산학704,목,10-13
생명과학실험2,민혜민, 시스템생명공학,산학708,월,13-16
생명과학실험2,민혜민, 시스템생명공학,산학708,수,13-16
생물통계학,윤성호, 시스템생명공학,산학713,수,04-06
생물통계학,윤성호, 시스템생명공학,새502,금,01-03
생물통계학,윤성호, 시스템생명공학,산학713,수,01-03
생물통계학,윤성호, 시스템생명공학,새502,금,04-06
전공기초유기화학,이진영, 줄기세포재생공학,생251,목,11-16
전공기초실험2,"조쌍구, 홍권호, 송혁, 도정태, 박찬규, 최영석", 줄기세포재생공학,동320,금,01-08
생물학2,"최윤경, 윤도영", 융합생명공학,생251,월,10-12
생물학2,"최윤경, 윤도영", 융합생명공학,생251,수,07-09
화학2,김동은, 융합생명공학,생251,월,01-03
화학2,김동은, 융합생명공학,생251,수,04-06
의생명공학및실험2,신하연, 의생명공학,동309,월,12-15
의생명공학및실험2,신하연, 의생명공학,동309,목,03-06
공업수학2,홍기호, 스마트운행체공학,공B567,월,04-06
공업수학2,홍기호, 스마트운행체공학,공B567,수,04-06
화장품공학입문,배승희, 화장품공학,공B456,월,04-06
화장품공학입문,배승희, 화장품공학,공B456,수,09-11
화장품산업성공사례연구,배승희, 화장품공학,공B456,월,09-11
화장품산업성공사례연구,배승희, 화장품공학,공B456,금,09-11
과학사의이해,"최원창, 조한익", 미래에너지공학,공B368,월,10-12
과학사의이해,"최원창, 조한익", 미래에너지공학,공B368,수,07-09
기초유기화학,김광은, 의생명공학,동309,월,04-06
기초유기화학,김광은, 의생명공학,생101,수,04-06
의생명통계학및실습,김재범, 의생명공학,동309,수,09-12
의생명통계학및실습,김재범, 의생명공학,동309,목,13-14
화장품화학3,배승희, 화장품공학,공B456,화,04-06
화장품화학3,배승희, 화장품공학,공B456,수,04-06
역사속의생명공학2,"윤도영, 목혜정, 김동은", 융합생명공학,생251,수,13-16
경영수학및활용,이정호," 기술경영학과, 경영",경영206,월,07-09
경영수학및활용,이정호," 기술경영학과, 경영",경영206,수,10-12
경영통계학,이근철," 기술경영학과, 경영",경영103,월,17-18
경영통계학,이근철," 기술경영학과, 경영",경영103,목,13-16
경영통계학,양혜경," 기술경영학과, 경영",경영215,화,10-12
경영통계학,양혜경," 기술경영학과, 경영",경영215,목,07-09
경영학원론,김추연," 기술경영학과, 경영",경영201,월,07-09
경영학원론,김추연," 기술경영학과, 경영",경영201,수,10-12
경영학원론,김추연," 기술경영학과, 경영",경영201,월,10-12
경영학원론,김추연," 기술경영학과, 경영",경영201,수,07-09
경영학원론,오준환," 기술경영학과, 경영",e-러닝,,
회계원리,신현걸," 기술경영학과, 경영",경영203,화,04-06
회계원리,신현걸," 기술경영학과, 경영",경영203,목,01-03
회계원리,김진욱," 기술경영학과, 경영",경영305,월,07-09
회계원리,김진욱," 기술경영학과, 경영",경영305,수,10-12
회계원리,이성용," 기술경영학과, 경영",경영201,수,01-06
글로벌기업환경과경영,김추연, 경영,경영201,화,10-12
글로벌기업환경과경영,김추연, 경영,경영201,목,07-09
글로벌기업환경과경영,이은화, 경영,경영202,수,10-15
기업영어1,션패트릭스토리," 기술경영학과, 경영",경영305,월,04-06
기업영어1,션패트릭스토리," 기술경영학과, 경영",경영305,금,09-11
기업영어1,맥키," 기술경영학과, 경영",경영204,화,14-16
기업영어1,맥키," 기술경영학과, 경영",경영204,목,14-16
경영과컴퓨터,박소현," 경영, 기술경영학과, 경영",경영103,월,04-09
경영과컴퓨터,박소현," 경영, 기술경영학과, 경영",경영103,수,04-09
경영과컴퓨터,박소현," 경영, 기술경영학과, 경영",경영103,금,04-09
정보사회와경영,이석준," 경영, 경영",경영206,화,04-06
정보사회와경영,이석준," 경영, 경영",경영206,목,01-03
컴퓨터2,박은정," 건축설계, 건축공학, 주거환경, 건축, 건축학부",건206,월,11-18
컴퓨터2,임수현," 건축설계, 건축공학, 주거환경, 건축, 건축학부",건206,화,05-12
컴퓨터2,육근수," 건축설계, 건축공학, 주거환경, 건축, 건축학부",건206,목,01-08
컴퓨터2,이지훈," 건축설계, 건축공학, 주거환경, 건축, 건축학부",건206,목,09-16
법학개론,이재승," 융합인재학부, 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",종강101,화,04-06
법학개론,이재승," 융합인재학부, 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",종강101,목,01-03
정치학개론,김성연," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관317,월,17-18
정치학개론,김성연," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관317,목,13-16
정치학개론,장보원," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관425,수,01-06
행정학개론,조병우," 융합인재학부, 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관316,화,07-09
행정학개론,조병우," 융합인재학부, 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관316,목,10-12
행정학개론,윤태원," 융합인재학부, 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관316,금,01-06
경제학원론1,최배근," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관107,월,07-09
경제학원론1,최배근," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관107,수,10-12
경제학원론1,최충," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관221,월,13-16
경제학원론1,최충," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관221,목,17-18
경제학원론2,이선희," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관224,화,13-18
경제학원론2,최배근," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관107,화,07-09
경제학원론2,최배근," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관107,목,10-12
경제학원론2,김진영," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관107,월,10-12
경제학원론2,김진영," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관107,수,07-09
경제학원론2,박영석," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관425,화,10-12
경제학원론2,박영석," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관425,목,07-09
경제학원론2,현준석," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관107,목,13-18
경제학원론2,유재원," 정치외교학과, 경제학과, 행정학과, 국제무역학과, 응용통계학과, 융합인재학과, 글로벌비즈니스학과",상허관224,화,01-06
